289 512 1
0.00000000e+00 0.00000000e+00
6.25000000e-01 0.00000000e+00
1.25000000e+00 0.00000000e+00
1.87500000e+00 0.00000000e+00
2.50000000e+00 0.00000000e+00
3.12500000e+00 0.00000000e+00
3.75000000e+00 0.00000000e+00
4.37500000e+00 0.00000000e+00
5.00000000e+00 0.00000000e+00
5.62500000e+00 0.00000000e+00
6.25000000e+00 0.00000000e+00
6.87500000e+00 0.00000000e+00
7.50000000e+00 0.00000000e+00
8.12500000e+00 0.00000000e+00
8.75000000e+00 0.00000000e+00
9.37500000e+00 0.00000000e+00
1.00000000e+01 0.00000000e+00
0.00000000e+00 6.25000000e-01
6.25000000e-01 6.25000000e-01
1.25000000e+00 6.25000000e-01
1.87500000e+00 6.25000000e-01
2.50000000e+00 6.25000000e-01
3.12500000e+00 6.25000000e-01
3.75000000e+00 6.25000000e-01
4.37500000e+00 6.25000000e-01
5.00000000e+00 6.25000000e-01
5.62500000e+00 6.25000000e-01
6.25000000e+00 6.25000000e-01
6.87500000e+00 6.25000000e-01
7.50000000e+00 6.25000000e-01
8.12500000e+00 6.25000000e-01
8.75000000e+00 6.25000000e-01
9.37500000e+00 6.25000000e-01
1.00000000e+01 6.25000000e-01
0.00000000e+00 1.25000000e+00
6.25000000e-01 1.25000000e+00
1.25000000e+00 1.25000000e+00
1.87500000e+00 1.25000000e+00
2.50000000e+00 1.25000000e+00
3.12500000e+00 1.25000000e+00
3.75000000e+00 1.25000000e+00
4.37500000e+00 1.25000000e+00
5.00000000e+00 1.25000000e+00
5.62500000e+00 1.25000000e+00
6.25000000e+00 1.25000000e+00
6.87500000e+00 1.25000000e+00
7.50000000e+00 1.25000000e+00
8.12500000e+00 1.25000000e+00
8.75000000e+00 1.25000000e+00
9.37500000e+00 1.25000000e+00
1.00000000e+01 1.25000000e+00
0.00000000e+00 1.87500000e+00
6.25000000e-01 1.87500000e+00
1.25000000e+00 1.87500000e+00
1.87500000e+00 1.87500000e+00
2.50000000e+00 1.87500000e+00
3.12500000e+00 1.87500000e+00
3.75000000e+00 1.87500000e+00
4.37500000e+00 1.87500000e+00
5.00000000e+00 1.87500000e+00
5.62500000e+00 1.87500000e+00
6.25000000e+00 1.87500000e+00
6.87500000e+00 1.87500000e+00
7.50000000e+00 1.87500000e+00
8.12500000e+00 1.87500000e+00
8.75000000e+00 1.87500000e+00
9.37500000e+00 1.87500000e+00
1.00000000e+01 1.87500000e+00
0.00000000e+00 2.50000000e+00
6.25000000e-01 2.50000000e+00
1.25000000e+00 2.50000000e+00
1.87500000e+00 2.50000000e+00
2.50000000e+00 2.50000000e+00
3.12500000e+00 2.50000000e+00
3.75000000e+00 2.50000000e+00
4.37500000e+00 2.50000000e+00
5.00000000e+00 2.50000000e+00
5.62500000e+00 2.50000000e+00
6.25000000e+00 2.50000000e+00
6.87500000e+00 2.50000000e+00
7.50000000e+00 2.50000000e+00
8.12500000e+00 2.50000000e+00
8.75000000e+00 2.50000000e+00
9.37500000e+00 2.50000000e+00
1.00000000e+01 2.50000000e+00
0.00000000e+00 3.12500000e+00
6.25000000e-01 3.12500000e+00
1.25000000e+00 3.12500000e+00
1.87500000e+00 3.12500000e+00
2.50000000e+00 3.12500000e+00
3.12500000e+00 3.12500000e+00
3.75000000e+00 3.12500000e+00
4.37500000e+00 3.12500000e+00
5.00000000e+00 3.12500000e+00
5.62500000e+00 3.12500000e+00
6.25000000e+00 3.12500000e+00
6.87500000e+00 3.12500000e+00
7.50000000e+00 3.12500000e+00
8.12500000e+00 3.12500000e+00
8.75000000e+00 3.12500000e+00
9.37500000e+00 3.12500000e+00
1.00000000e+01 3.12500000e+00
0.00000000e+00 3.75000000e+00
6.25000000e-01 3.75000000e+00
1.25000000e+00 3.75000000e+00
1.87500000e+00 3.75000000e+00
2.50000000e+00 3.75000000e+00
3.12500000e+00 3.75000000e+00
3.75000000e+00 3.75000000e+00
4.37500000e+00 3.75000000e+00
5.00000000e+00 3.75000000e+00
5.62500000e+00 3.75000000e+00
6.25000000e+00 3.75000000e+00
6.87500000e+00 3.75000000e+00
7.50000000e+00 3.75000000e+00
8.12500000e+00 3.75000000e+00
8.75000000e+00 3.75000000e+00
9.37500000e+00 3.75000000e+00
1.00000000e+01 3.75000000e+00
0.00000000e+00 4.37500000e+00
6.25000000e-01 4.37500000e+00
1.25000000e+00 4.37500000e+00
1.87500000e+00 4.37500000e+00
2.50000000e+00 4.37500000e+00
3.12500000e+00 4.37500000e+00
